2.122568540153801919e-04,9.997877431459846198e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.696434940301472238e-06,9.999983035650596985e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.978069626594087545e-103
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
6.661338147750939243e-14,9.999999999999333866e-01
0.000000000000000000e+00,1.000000000000000000e+00
6.458557045840862543e-07,9.999993541442954159e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.570687783947199989e-06,9.999984293122160528e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
5.940834491013902152e-10,9.999999994059165509e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
6.268340235981995079e-06,9.999937316597640180e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.816193629032811785e-01,8.183806370967188215e-01
0.000000000000000000e+00,1.000000000000000000e+00
9.168808201565070704e-08,9.999999083119179843e-01
0.000000000000000000e+00,1.000000000000000000e+00
6.902056703950165684e-11,9.999999999309794330e-01
0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,6.234469810565962146e-58
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.524780728396567401e-25
0.000000000000000000e+00,1.000000000000000000e+00
9.999998202245087286e-01,1.797754913246385204e-07
3.855734994173687369e-06,9.999961442650058263e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
2.031708135064036469e-13,9.999999999997968292e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
3.388058011921657453e-08,9.999999661194198808e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.272908404026384943e-05,9.999872709159597362e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
9.999999993417233446e-01,6.582766131381326000e-10
9.174484061347243369e-08,9.999999082551593865e-01
9.999999999999105160e-01,8.943977525115683267e-14
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.088703581730854353e-07,9.999998911296418269e-01
2.455018494240679416e-05,9.999754498150575932e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.452869141796440536e-129
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
9.034853800078795905e-01,9.651461999212040954e-02
0.000000000000000000e+00,1.000000000000000000e+00
2.034372670323136845e-12,9.999999999979656273e-01
0.000000000000000000e+00,1.000000000000000000e+00
1.301451169055667378e-09,9.999999986985488309e-01
4.556836816660414513e-06,9.999954431631833396e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
9.994247147849775192e-01,5.752852150224643845e-04
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
2.531308496145356912e-14,9.999999999999746869e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.452869141796440536e-129
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
3.663561819466920610e-07,9.999996336438180533e-01
7.278978941776659273e-02,9.272102105822334073e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
9.999997112212788419e-01,2.887787211947823086e-07
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
6.484186980556083668e-03,9.935158130194439163e-01
4.482541290099983922e-02,9.551745870990001608e-01
0.000000000000000000e+00,1.000000000000000000e+00
7.548368596843602063e-10,9.999999992451631403e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.791282026683774120e-08,9.999999520871797332e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
2.945561283773656669e-08,9.999999705443871623e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
8.311238937175844388e-01,1.688761062824155335e-01
0.000000000000000000e+00,1.000000000000000000e+00
9.999999713596834372e-01,2.864031657334839158e-08
6.661338147750939243e-16,9.999999999999993339e-01
1.716089492731498467e-10,9.999999998283910507e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
2.169429080822737888e-10,9.999999997830570919e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,2.606663689280956569e-158
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
9.108534576007798478e-05,9.999089146542399220e-01
0.000000000000000000e+00,1.000000000000000000e+00
1.287858708565181587e-14,9.999999999999871214e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
7.111628600390043076e-01,2.888371399609957479e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
5.773159728050814010e-15,9.999999999999942268e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
7.624315261512970565e-04,9.992375684738487029e-01
0.000000000000000000e+00,1.000000000000000000e+00
9.798228336466152655e-07,9.999990201771663534e-01
4.010679052202092976e-07,9.999995989320947798e-01
5.638238281147067710e-06,9.999943617617188529e-01
2.911631450206453309e-04,9.997088368549793547e-01
2.761095469811181147e-03,9.972389045301888189e-01
0.000000000000000000e+00,1.000000000000000000e+00
2.700477171438612212e-01,7.299522828561387788e-01
9.295113187427695989e-01,7.048868125723037337e-02
2.932574737490867278e-07,9.999997067425262509e-01
1.000000000000000000e+00,1.118595362098250873e-18
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
2.823985489897040679e-11,9.999999999717601451e-01
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
2.455018494240679416e-05,9.999754498150575932e-01
